groupe_sanguin;sexe;id_client;usage_vehicule;type_vehicule;date_demande;etat_dossier;formule;Presence_enfant;Tranche_revenus;Index_Personaliser;Tranche_Age_vehicule;Type_conduite_new;Typologie_employeur;Tranche_Age;Points_perdus_new;Enfant_conduite_accompagne_new;Tranche_Resid_Princ;Code_dept;Intervalle_Tarifs_Devis;Niveau_Instruction
O-;M;706649281;Commercial;z_SUV;17/03/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-2715;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Oui;Locataire;51;"[275€; 300€[";Lycée ou après
B-;M;10755990;Private;Minivan;18/03/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2719;De 0 à 4 ans;Rural;Sans précision;20 à 39 ans;Non;Non;Locataire;32;"[300€; 325€[";Avant Lycée
B-;F;339263186;Commercial;Van;05/01/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-2723;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Oui;Locataire;40;"[250€; 275€[";Avant Lycée
B-;M;212828205;Commercial;Van;13/05/2022;complet;dev_premium;Non;"[120K€; Et plus [";C22-2727;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[350k€; et plus[";43;"[350€; et plus[";Licence/Bac+3
AB-;M;541328140;Private;z_SUV;14/01/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-2731;De 5 à 9 ans;Rural;Sans précision;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";40;"[250€; 275€[";Avant Lycée
O+;F;113928673;Private;Minivan;16/01/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-2735;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[150k€; 200k€[";72;"[350€; et plus[";Avant Lycée
B+;F;773276018;Commercial;z_SUV;13/04/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-2739;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;Locataire;92;"[300€; 325€[";Lycée ou après
B-;F;295508006;Private;z_SUV;09/03/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-2743;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[200k€; 250k€[";05;"[250€; 275€[";Licence/Bac+3
O+;M;333566924;Private;Minivan;15/03/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-2747;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;[300k€ à 350k€[;61;"[250€; 275€[";Licence/Bac+3
O+;M;599212303;Commercial;Van;07/02/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-2751;De 5 à 9 ans;Rural;Type S.A.R.L;60 à 79 ans;Oui;Non;"[200k€; 250k€[";18;"[300€; 325€[";Licence/Bac+3
AB-;M;412455186;Commercial;Minivan;08/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2755;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;"[250k€; 300k€[";78;"[250€; 275€[";Licence/Bac+3
A+;F;994969966;Commercial;Pickup;07/01/2022;complet;dev_premium;Oui;"[0; 20K€[";C22-2759;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Non;Non;Locataire;48;"[350€; et plus[";Licence/Bac+3
B+;M;23033371;Private;Minivan;13/04/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-2763;De 15 à 19 ans;Urban;Type S.A.R.L;40 à 59 ans;Non;Non;Locataire;39;"[350€; et plus[";Doctorat/Bac+8
AB+;M;779624178;Private;Minivan;30/05/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-2767;De 20 ans à plus;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;"[150k€; 200k€[";34;"[325€; 350€[";Master/Bac+5
B+;F;419897982;Commercial;Pickup;10/03/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-2771;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;Locataire;82;"[350€; et plus[";Licence/Bac+3
B+;F;699856275;Private;z_SUV;02/05/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-2775;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;"[250k€; 300k€[";49;"[250€; 275€[";Licence/Bac+3
O-;F;878765573;Private;Pickup;04/05/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-2779;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[200k€; 250k€[";12;"[250€; 275€[";Avant Lycée
O+;M;303183248;Private;Minivan;17/05/2022;complet;dev_express;Non;"[0; 20K€[";C22-2783;De 10 à 14 ans;Urban;Type S.A.S;Moins de 20 ans;Oui;Non;Locataire;47;"[250€; 275€[";Master/Bac+5
B+;M;908963733;Private;Minivan;25/04/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-2787;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Non;Non;Locataire;23;"[250€; 275€[";Licence/Bac+3
B-;M;104317389;Private;Minivan;11/05/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-2791;De 10 à 14 ans;Rural;Type S.A.R.L;20 à 39 ans;Oui;Non;"[350k€; et plus[";79;"[250€; 275€[";Master/Bac+5
B+;M;16259639;Private;z_SUV;05/02/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-2795;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;Locataire;26;"[275€; 300€[";Licence/Bac+3
O-;F;281051787;Private;Minivan;03/03/2022;complet;dev_express;Oui;"[0; 20K€[";C22-2799;De 0 à 4 ans;Rural;Sans précision;40 à 59 ans;Oui;Non;Locataire;82;"[275€; 300€[";Avant Lycée
O-;M;794836666;Private;z_SUV;18/05/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-2803;De 5 à 9 ans;Rural;Type S.A.R.L;40 à 59 ans;Non;Oui;"[50k€; 100k€[";63;"[300€; 325€[";Avant Lycée
AB-;F;857881983;Commercial;Minivan;25/02/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2807;De 5 à 9 ans;Rural;Type S.A;40 à 59 ans;Non;Non;"[150k€; 200k€[";95;"[325€; 350€[";Lycée ou après
A-;M;542926193;Commercial;Panel Truck;18/01/2022;complet;dev_vip;Non;"[20K€; 40K€[";C22-2811;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";82;"[350€; et plus[";Avant Lycée
AB+;F;843132398;Private;Minivan;08/05/2022;complet;dev_premium;Non;"[0; 20K€[";C22-2815;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[50k€; 100k€[";87;"[350€; et plus[";Lycée ou après
O-;M;667355215;Private;z_SUV;19/02/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-2819;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Non;Non;"[150k€; 200k€[";77;"[250€; 275€[";Lycée ou après
A-;F;326037454;Commercial;Pickup;10/01/2022;complet;dev_express;Non;"[0; 20K€[";C22-2823;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[250k€; 300k€[";55;"[250€; 275€[";Licence/Bac+3
O-;F;517596063;Commercial;Minivan;30/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2827;De 0 à 4 ans;Rural;Type S.A;60 à 79 ans;Oui;Non;"[200k€; 250k€[";89;"[275€; 300€[";Licence/Bac+3
B-;F;81476515;Private;Van;07/05/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-2831;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;"[150k€; 200k€[";95;"[250€; 275€[";Master/Bac+5
B-;F;16446925;Private;Minivan;20/05/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-2835;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[100k€; 150k€[ ";02;"[275€; 300€[";Avant Lycée
A-;F;873711350;Commercial;Van;07/05/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2839;De 20 ans à plus;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";21;"[325€; 350€[";Master/Bac+5
A-;M;646843657;Commercial;z_SUV;04/04/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-2843;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[200k€; 250k€[";35;"[350€; et plus[";Licence/Bac+3
AB+;F;184765901;Private;Sports Car;04/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2847;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[200k€; 250k€[";57;"[275€; 300€[";Master/Bac+5
O-;M;624628682;Commercial;Panel Truck;11/02/2022;complet;dev_integral;Non;"[0; 20K€[";C22-2851;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;Sans précision;17;"[275€; 300€[";Licence/Bac+3
O-;F;552499053;Commercial;z_SUV;31/03/2022;complet;dev_premium;Oui;"[0; 20K€[";C22-2855;De 5 à 9 ans;Urban;Sans précision;80 ans à plus;Non;Oui;Locataire;55;"[350€; et plus[";Lycée ou après
O+;F;49408042;Private;Van;26/01/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-2859;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;Locataire;75;"[250€; 275€[";Master/Bac+5
A+;M;507552592;Commercial;Sports Car;13/02/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-2863;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Oui;Oui;Locataire;64;"[300€; 325€[";Licence/Bac+3
O+;M;449101300;Private;Pickup;15/01/2022;complet;dev_premium;Non;"[80K€; 100K€[";C22-2867;De 15 à 19 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;[300k€ à 350k€[;84;"[350€; et plus[";Doctorat/Bac+8
O-;M;513474624;Commercial;Panel Truck;23/02/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-2871;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[200k€; 250k€[";86;"[325€; 350€[";Licence/Bac+3
A-;F;240336746;Private;z_SUV;21/03/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-2875;De 15 à 19 ans;Urban;Type S.A;20 à 39 ans;Non;Non;"[250k€; 300k€[";70;"[300€; 325€[";Master/Bac+5
O-;M;610834268;Private;Sports Car;29/04/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-2879;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Non;Non;[300k€ à 350k€[;90;"[275€; 300€[";Master/Bac+5
A-;M;374284502;Private;z_SUV;07/03/2022;complet;dev_express;Non;"[0; 20K€[";C22-2883;De 5 à 9 ans;Rural;Sans précision;40 à 59 ans;Non;Non;"[50k€; 100k€[";62;"[250€; 275€[";Master/Bac+5
AB+;M;988854727;Private;z_SUV;29/05/2022;complet;dev_express;Oui;"[0; 20K€[";C22-2887;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Non;Non;Locataire;61;"[275€; 300€[";Avant Lycée
B+;M;824623191;Private;Minivan;10/03/2022;complet;dev_express;Oui;"[0; 20K€[";C22-2891;De 0 à 4 ans;Urban;Type S.A.S;40 à 59 ans;Oui;Non;"[150k€; 200k€[";85;"[250€; 275€[";Avant Lycée
A+;M;204838758;Private;Minivan;08/02/2022;complet;dev_express;Oui;"[0; 20K€[";C22-2895;De 10 à 14 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;Sans précision;60;"[250€; 275€[";Licence/Bac+3
AB-;F;807382773;Commercial;Van;11/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2899;De 10 à 14 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;"[200k€; 250k€[";18;"[300€; 325€[";Lycée ou après
A-;M;953853762;Private;Van;26/05/2022;complet;dev_integral;Non;"[0; 20K€[";C22-2903;De 5 à 9 ans;Urban;Type S.A;80 ans à plus;Non;Non;"[200k€; 250k€[";05;"[275€; 300€[";Licence/Bac+3
AB+;M;763745844;Commercial;z_SUV;18/04/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-2907;De 5 à 9 ans;Urban;Type S.A.R.L;Moins de 20 ans;Oui;Oui;"[200k€; 250k€[";92;"[250€; 275€[";Lycée ou après
AB-;F;544601009;Commercial;Pickup;19/02/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-2911;De 15 à 19 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[200k€; 250k€[";55;"[250€; 275€[";Master/Bac+5
A+;F;265777754;Commercial;Sports Car;12/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2915;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[200k€; 250k€[";21;"[300€; 325€[";Lycée ou après
AB+;M;533341484;Commercial;Pickup;17/04/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-2919;De 0 à 4 ans;Rural;Sans précision;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";51;"[300€; 325€[";Avant Lycée
AB+;M;761549990;Private;Minivan;23/03/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-2923;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[150k€; 200k€[";50;"[300€; 325€[";Lycée ou après
B+;M;124334242;Private;z_SUV;05/02/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-2927;De 10 à 14 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;Locataire;39;"[275€; 300€[";Licence/Bac+3
AB+;F;367581939;Private;Minivan;26/03/2022;complet;dev_premium;Oui;"[40K€; 60K€[";C22-2931;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[100k€; 150k€[ ";66;"[350€; et plus[";Lycée ou après
AB-;F;526071798;Commercial;Van;18/04/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-2935;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;[300k€ à 350k€[;66;"[300€; 325€[";Licence/Bac+3
AB-;M;302592534;Private;Minivan;01/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-2939;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[150k€; 200k€[";26;"[275€; 300€[";Avant Lycée
O-;M;869119576;Commercial;Sports Car;30/01/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2943;De 0 à 4 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Non;Locataire;87;"[275€; 300€[";Lycée ou après
O+;F;55839290;Private;z_SUV;02/02/2022;complet;dev_express;Oui;"[0; 20K€[";C22-2947;De 0 à 4 ans;Rural;Type S.A.R.L;Moins de 20 ans;Oui;Non;"[100k€; 150k€[ ";01;"[250€; 275€[";Lycée ou après
O-;M;947448833;Commercial;Minivan;08/04/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-2951;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Non;Oui;"[200k€; 250k€[";51;"[300€; 325€[";Licence/Bac+3
O-;F;195551579;Commercial;Panel Truck;01/04/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-2955;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[200k€; 250k€[";63;"[275€; 300€[";Lycée ou après
O-;M;119377306;Private;z_SUV;07/01/2022;complet;dev_premium;Non;"[40K€; 60K€[";C22-2959;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[150k€; 200k€[";38;"[300€; 325€[";Master/Bac+5
AB-;F;156257492;Private;z_SUV;06/05/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-2963;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;Locataire;38;"[275€; 300€[";Doctorat/Bac+8
O+;M;672049450;Private;Van;26/05/2022;complet;dev_premium;Non;"[80K€; 100K€[";C22-2967;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[250k€; 300k€[";04;"[350€; et plus[";Licence/Bac+3
AB+;M;409866880;Private;z_SUV;09/03/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-2971;De 0 à 4 ans;Rural;Sans précision;60 à 79 ans;Non;Non;"[50k€; 100k€[";69;"[325€; 350€[";Lycée ou après
B+;M;357800314;Private;Van;04/02/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-2975;De 10 à 14 ans;Urban;Type S.A;40 à 59 ans;Oui;Oui;"[200k€; 250k€[";61;"[300€; 325€[";Lycée ou après
A+;M;69206496;Commercial;Minivan;30/03/2022;complet;dev_express;Oui;"[80K€; 100K€[";C22-2979;De 5 à 9 ans;Rural;Sans précision;60 à 79 ans;Oui;Non;"[250k€; 300k€[";89;"[250€; 275€[";Licence/Bac+3
B-;M;295796026;Private;Minivan;05/01/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-2983;De 0 à 4 ans;Rural;Type S.A.R.L;40 à 59 ans;Non;Non;"[200k€; 250k€[";62;"[300€; 325€[";Lycée ou après
B+;M;7884893;Commercial;Minivan;13/03/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-2987;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Non;Non;"[200k€; 250k€[";18;"[250€; 275€[";Licence/Bac+3
O+;M;576805641;Commercial;z_SUV;13/04/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-2991;De 10 à 14 ans;Rural;Type S.A;60 à 79 ans;Non;Non;Locataire;13;"[300€; 325€[";Lycée ou après
O+;M;764869450;Private;Minivan;03/05/2022;complet;dev_express;Oui;"[100K€; 120K€[";C22-2995;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[350k€; et plus[";88;"[275€; 300€[";Doctorat/Bac+8
O-;F;459294600;Private;z_SUV;10/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2999;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[200k€; 250k€[";40;"[250€; 275€[";Licence/Bac+3
B+;M;526733042;Commercial;z_SUV;19/03/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-3003;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[350k€; et plus[";11;"[325€; 350€[";Licence/Bac+3
AB+;M;929031390;Commercial;Pickup;12/05/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-3007;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Oui;"[100k€; 150k€[ ";41;"[300€; 325€[";Lycée ou après
B-;M;959710460;Private;z_SUV;19/04/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-3011;De 0 à 4 ans;Urban;Type S.A.S;60 à 79 ans;Oui;Non;"[200k€; 250k€[";09;"[250€; 275€[";Avant Lycée
AB+;F;372087945;Private;Minivan;09/03/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-3015;De 20 ans à plus;Urban;Sans précision;20 à 39 ans;Non;Non;"[200k€; 250k€[";29;"[250€; 275€[";Master/Bac+5
A-;M;651130544;Commercial;Panel Truck;30/03/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-3019;De 5 à 9 ans;Urban;Type S.A.S;40 à 59 ans;Oui;Non;Sans précision;26;"[275€; 300€[";Doctorat/Bac+8
AB-;M;699407099;Private;Pickup;17/01/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-3023;De 5 à 9 ans;Urban;Type S.A.R.L;20 à 39 ans;Oui;Non;"[150k€; 200k€[";61;"[325€; 350€[";Avant Lycée
O+;F;320947832;Commercial;Pickup;14/04/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-3027;De 0 à 4 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;Locataire;75;"[250€; 275€[";Lycée ou après
B-;M;833029532;Private;Sports Car;07/04/2022;complet;dev_premium;Non;"[0; 20K€[";C22-3031;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";08;"[325€; 350€[";Licence/Bac+3
O-;F;632654621;Private;Sports Car;26/01/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-3035;De 10 à 14 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;"[200k€; 250k€[";01;"[325€; 350€[";Master/Bac+5
B-;M;595361871;Private;Minivan;26/01/2022;complet;dev_integral;Oui;"[100K€; 120K€[";C22-3039;De 15 à 19 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;"[250k€; 300k€[";83;"[275€; 300€[";Doctorat/Bac+8
A-;F;899077689;Private;z_SUV;15/03/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-3043;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[250k€; 300k€[";95;"[325€; 350€[";Doctorat/Bac+8
O-;F;504487073;Private;z_SUV;30/05/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-3047;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[250k€; 300k€[";18;"[325€; 350€[";Doctorat/Bac+8
B-;M;617024306;Commercial;Pickup;09/04/2022;complet;dev_express;Oui;"[0; 20K€[";C22-3051;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Oui;Oui;Locataire;60;"[250€; 275€[";Lycée ou après
AB+;F;683103279;Private;Minivan;21/05/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-3055;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Non;Non;"[200k€; 250k€[";27;"[350€; et plus[";Licence/Bac+3
A+;M;88969532;Commercial;Pickup;01/01/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-3059;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;"[250k€; 300k€[";80;"[325€; 350€[";Lycée ou après
O-;M;833179867;Private;z_SUV;24/02/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-3063;De 15 à 19 ans;Urban;Type S.A.R.L;80 ans à plus;Oui;Non;"[250k€; 300k€[";80;"[250€; 275€[";Master/Bac+5
A-;F;681505223;Private;Pickup;12/01/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-3067;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[350k€; et plus[";92;"[325€; 350€[";Master/Bac+5
A+;M;581675209;Private;Sports Car;14/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-3071;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Oui;Sans précision;82;"[325€; 350€[";Lycée ou après
A+;F;307275145;Commercial;Pickup;02/02/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-3075;De 5 à 9 ans;Rural;Type S.A;40 à 59 ans;Oui;Non;"[50k€; 100k€[";05;"[300€; 325€[";Avant Lycée
AB-;M;802236621;Private;Minivan;10/04/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-3079;De 10 à 14 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;"[150k€; 200k€[";83;"[300€; 325€[";Master/Bac+5
A+;M;333169593;Private;z_SUV;28/05/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-3083;De 5 à 9 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;"[250k€; 300k€[";29;"[300€; 325€[";Master/Bac+5
B-;M;900677342;Commercial;Minivan;19/05/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-3087;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[200k€; 250k€[";19;"[325€; 350€[";Lycée ou après
A-;F;277664335;Private;Minivan;05/03/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-3091;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Non;Non;Sans précision;16;"[275€; 300€[";Licence/Bac+3
O-;M;761425152;Commercial;Pickup;04/01/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-3095;De 15 à 19 ans;Urban;Type S.A.R.L;60 à 79 ans;Oui;Non;"[150k€; 200k€[";75;"[275€; 300€[";Master/Bac+5
B-;M;681971608;Commercial;Van;23/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-3099;De 5 à 9 ans;Urban;Type S.A.R.L;20 à 39 ans;Oui;Non;"[150k€; 200k€[";76;"[275€; 300€[";Licence/Bac+3
O+;M;3136701;Private;z_SUV;19/01/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-3103;De 15 à 19 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[150k€; 200k€[";93;"[300€; 325€[";Master/Bac+5
A+;M;298972738;Commercial;Pickup;14/05/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-3107;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Non;Non;Sans précision;16;"[275€; 300€[";Licence/Bac+3
O+;M;346268781;Commercial;Pickup;22/02/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-3111;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;Sans précision;54;"[325€; 350€[";Licence/Bac+3
B+;F;210586185;Commercial;Panel Truck;24/02/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-3115;De 15 à 19 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[200k€; 250k€[";10;"[300€; 325€[";Master/Bac+5
AB+;M;533429603;Commercial;Panel Truck;26/05/2022;complet;dev_express;Oui;"[0; 20K€[";C22-3119;De 10 à 14 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;[300k€ à 350k€[;32;"[275€; 300€[";Master/Bac+5
A-;F;387872327;Commercial;z_SUV;14/01/2022;complet;dev_integral;Oui;"[100K€; 120K€[";C22-3123;De 0 à 4 ans;Rural;Sans précision;40 à 59 ans;Oui;Non;[300k€ à 350k€[;64;"[275€; 300€[";Licence/Bac+3
A+;M;541204921;Private;Minivan;06/01/2022;complet;dev_premium;Non;"[60K€; 80K€[";C22-3127;De 15 à 19 ans;Rural;Type S.A;60 à 79 ans;Oui;Non;"[200k€; 250k€[";40;"[350€; et plus[";Master/Bac+5
B+;F;714146144;Private;z_SUV;21/01/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-3131;De 20 ans à plus;Urban;Sans précision;Moins de 20 ans;Oui;Oui;"[250k€; 300k€[";42;"[275€; 300€[";Master/Bac+5
AB-;M;31185701;Private;Minivan;12/04/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-3135;De 10 à 14 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;"[350k€; et plus[";52;"[275€; 300€[";Doctorat/Bac+8
B-;M;654016315;Private;Minivan;05/01/2022;complet;dev_premium;Non;"[120K€; Et plus [";C22-3139;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[350k€; et plus[";03;"[350€; et plus[";Master/Bac+5
O+;M;883839245;Commercial;Pickup;10/01/2022;complet;dev_integral;Non;"[0; 20K€[";C22-3143;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";04;"[325€; 350€[";Licence/Bac+3
